Unnamed: 1,AtliQ,Date,Attendance
Titus Andersen,Atq -414,10 - Jun,P
Marquis Wyatt,Atq -418,10 - Jun,P
Nick Orozco,Atq -408,10 - Jun,P
Gustavo Ritter,Atq -382,10 - Jun,WFH
Isiah Small,Atq -373,10 - Jun,P
Hillary Kirk,Atq -418,10 - Jun,P
Dominique Benjamin,Atq -376,10 - Jun,P
Nehemiah Diaz,Atq -453,10 - Jun,WFH
Josh Sharp,Atq -461,10 - Jun,P
Samuel Murray,Atq -411,10 - Jun,P
Quincy Mendez,Atq -472,10 - Jun,LWP
Athena Rios,Atq -448,10 - Jun,LWP
Keaton Nixon,Atq -364,10 - Jun,P
Kayleigh Kennedy,Atq -371,10 - Jun,P
Makai Hardy,Atq -361,10 - Jun,
Leslie Navarro,Atq -459,10 - Jun,
Piper Carroll,Atq -401,10 - Jun,
Alexander Davenport,Atq -350,10 - Jun,WFH
Jovani Pope,Atq -470,10 - Jun,
Kaley Fitzpatrick,Atq -374,10 - Jun,HLWP
Miley Combs,Atq -372,10 - Jun,P
Dallas Weeks,Atq -437,10 - Jun,P
Jessie Carrillo,Atq -458,10 - Jun,P
Aditya Walls,Atq -455,10 - Jun,P
Kane Malone,Atq -476,10 - Jun,P
Kiana Mcmillan,Atq -362,10 - Jun,P
Jaime Ritter,Atq -452,10 - Jun,P
Charity Singleton,Atq -334,10 - Jun,P
Mckayla Miles,Atq -414,10 - Jun,P
Julien Hamilton,Atq -389,10 - Jun,P
Alyson Huber,Atq -385,10 - Jun,P
Zaiden Wheeler,Atq -348,10 - Jun,
Name,Employee Code,11 - Jun,Sat
Thanos Thakur,Atq -406,11 - Jun,WO
Jarvis Singh,Atq -462,11 - Jun,WO
Nevaeh Waller,Atq -411,11 - Jun,WO
Bo Cordova,Atq -398,11 - Jun,WO
Mekhi Singleton,Atq -438,11 - Jun,WO
Peter Pandey,Atq -366,11 - Jun,WO
Loki Lal,Atq -441,11 - Jun,WO
Phoenix Brady,Atq -436,11 - Jun,WO
Ana Little,Atq -404,11 - Jun,WO
Grace Stone,Atq -397,11 - Jun,WO
Tori Shannon,Atq -335,11 - Jun,WO
Lyric Bartlett,Atq -443,11 - Jun,WO
Kaylah Schultz,Atq -419,11 - Jun,WO
Cason David,Atq -467,11 - Jun,WO
Miya Hampton,Atq -450,11 - Jun,WO
Sofia Solis,Atq -405,11 - Jun,WO
Mckayla Parker,Atq -440,11 - Jun,WO
Madelynn Gray,Atq -335,11 - Jun,WO
Myla Klein,Atq -343,11 - Jun,WO
Boston Morse,Atq -334,11 - Jun,WO
April Ayers,Atq -446,11 - Jun,WO
Faith Hamilton,Atq -419,11 - Jun,WO
Joel Cruz,Atq -396,11 - Jun,WO
Iris Woodard,Atq -459,11 - Jun,WO
Trystan Ortega,Atq -349,11 - Jun,WO
Miles Fields,Atq -438,11 - Jun,WO
Rodrigo Price,Atq -423,11 - Jun,WO
Ella Roth,Atq -370,11 - Jun,WO
Jayce Fuentes,Atq -433,11 - Jun,WO
Hailee Fitzpatrick,Atq -375,11 - Jun,WO
Rey Novak,Atq -475,11 - Jun,WO
Macie Callahan,Atq -368,11 - Jun,WO
Xiomara Ruiz,Atq -468,11 - Jun,WO
Weston Horton,Atq -348,11 - Jun,WO
Chris Frye,Atq -405,11 - Jun,WO
London Kim,Atq -475,11 - Jun,WO
Kenley Marsh,Atq -375,11 - Jun,WO
Adriel Pace,Atq -456,11 - Jun,WO
Jase Ingram,Atq -385,11 - Jun,WO
Adyson Moyer,Atq -484,11 - Jun,WO
Tucker Austin,Atq -412,11 - Jun,WO
Cristofer Bernard,Atq -472,11 - Jun,WO
Karma Reeves,Atq -396,11 - Jun,WO
Esperanza Irwin,Atq -467,11 - Jun,WO
Demarcus Gordon,Atq -484,11 - Jun,WO
Ryann Guerrero,Atq -432,11 - Jun,WO
Rylee Mullins,Atq -421,11 - Jun,WO
Ayanna Atkins,Atq -452,11 - Jun,WO
Briley Orr,Atq -367,11 - Jun,WO
Emma Freeman,Atq -393,11 - Jun,WO
Will Mahoney,Atq -403,11 - Jun,WO
Titus Andersen,Atq -414,11 - Jun,WO
Marquis Wyatt,Atq -418,11 - Jun,WO
Nick Orozco,Atq -408,11 - Jun,WO
Gustavo Ritter,Atq -382,11 - Jun,WO
Isiah Small,Atq -373,11 - Jun,WO
Hillary Kirk,Atq -418,11 - Jun,WO
Dominique Benjamin,Atq -376,11 - Jun,WO
Nehemiah Diaz,Atq -453,11 - Jun,WO
Josh Sharp,Atq -461,11 - Jun,WO
Samuel Murray,Atq -411,11 - Jun,WO
Quincy Mendez,Atq -472,11 - Jun,WO
Athena Rios,Atq -448,11 - Jun,WO
Keaton Nixon,Atq -364,11 - Jun,WO
Kayleigh Kennedy,Atq -371,11 - Jun,WO
Makai Hardy,Atq -361,11 - Jun,WO
Leslie Navarro,Atq -459,11 - Jun,WO
Piper Carroll,Atq -401,11 - Jun,WO
Alexander Davenport,Atq -350,11 - Jun,WO
Jovani Pope,Atq -470,11 - Jun,WO
Kaley Fitzpatrick,Atq -374,11 - Jun,WO
Miley Combs,Atq -372,11 - Jun,WO
Dallas Weeks,Atq -437,11 - Jun,WO
Jessie Carrillo,Atq -458,11 - Jun,WO
Aditya Walls,Atq -455,11 - Jun,WO
Kane Malone,Atq -476,11 - Jun,WO
Kiana Mcmillan,Atq -362,11 - Jun,WO
Jaime Ritter,Atq -452,11 - Jun,WO
Charity Singleton,Atq -334,11 - Jun,WO
Mckayla Miles,Atq -414,11 - Jun,WO
Julien Hamilton,Atq -389,11 - Jun,WO
Alyson Huber,Atq -385,11 - Jun,WO
Zaiden Wheeler,Atq -348,11 - Jun,WO
Name,Employee Code,12 - Jun,Sun
Thanos Thakur,Atq -406,12 - Jun,WO
Jarvis Singh,Atq -462,12 - Jun,WO
Nevaeh Waller,Atq -411,12 - Jun,WO
Bo Cordova,Atq -398,12 - Jun,WO
Mekhi Singleton,Atq -438,12 - Jun,WO
Peter Pandey,Atq -366,12 - Jun,WO
Loki Lal,Atq -441,12 - Jun,WO
Phoenix Brady,Atq -436,12 - Jun,WO
Ana Little,Atq -404,12 - Jun,WO
Grace Stone,Atq -397,12 - Jun,WO
Tori Shannon,Atq -335,12 - Jun,WO
Lyric Bartlett,Atq -443,12 - Jun,WO
Kaylah Schultz,Atq -419,12 - Jun,WO
Cason David,Atq -467,12 - Jun,WO
Miya Hampton,Atq -450,12 - Jun,WO
Sofia Solis,Atq -405,12 - Jun,WO
Mckayla Parker,Atq -440,12 - Jun,WO
Madelynn Gray,Atq -335,12 - Jun,WO
Myla Klein,Atq -343,12 - Jun,WO
Boston Morse,Atq -334,12 - Jun,WO
April Ayers,Atq -446,12 - Jun,WO
Faith Hamilton,Atq -419,12 - Jun,WO
Joel Cruz,Atq -396,12 - Jun,WO
Iris Woodard,Atq -459,12 - Jun,WO
Trystan Ortega,Atq -349,12 - Jun,WO
Miles Fields,Atq -438,12 - Jun,WO
Rodrigo Price,Atq -423,12 - Jun,WO
Ella Roth,Atq -370,12 - Jun,WO
Jayce Fuentes,Atq -433,12 - Jun,WO
Hailee Fitzpatrick,Atq -375,12 - Jun,WO
Rey Novak,Atq -475,12 - Jun,WO
Macie Callahan,Atq -368,12 - Jun,WO
Xiomara Ruiz,Atq -468,12 - Jun,WO
Weston Horton,Atq -348,12 - Jun,WO
Chris Frye,Atq -405,12 - Jun,WO
London Kim,Atq -475,12 - Jun,WO
Kenley Marsh,Atq -375,12 - Jun,WO
Adriel Pace,Atq -456,12 - Jun,WO
Jase Ingram,Atq -385,12 - Jun,WO
Adyson Moyer,Atq -484,12 - Jun,WO
Tucker Austin,Atq -412,12 - Jun,WO
Cristofer Bernard,Atq -472,12 - Jun,WO
Karma Reeves,Atq -396,12 - Jun,WO
Esperanza Irwin,Atq -467,12 - Jun,WO
Demarcus Gordon,Atq -484,12 - Jun,WO
Ryann Guerrero,Atq -432,12 - Jun,WO
Rylee Mullins,Atq -421,12 - Jun,WO
Ayanna Atkins,Atq -452,12 - Jun,WO
Briley Orr,Atq -367,12 - Jun,WO
Emma Freeman,Atq -393,12 - Jun,WO
Will Mahoney,Atq -403,12 - Jun,WO
Titus Andersen,Atq -414,12 - Jun,WO
Marquis Wyatt,Atq -418,12 - Jun,WO
Nick Orozco,Atq -408,12 - Jun,WO
Gustavo Ritter,Atq -382,12 - Jun,WO
Isiah Small,Atq -373,12 - Jun,WO
Hillary Kirk,Atq -418,12 - Jun,WO
Dominique Benjamin,Atq -376,12 - Jun,WO
Nehemiah Diaz,Atq -453,12 - Jun,WO
Josh Sharp,Atq -461,12 - Jun,WO
Samuel Murray,Atq -411,12 - Jun,WO
Quincy Mendez,Atq -472,12 - Jun,WO
Athena Rios,Atq -448,12 - Jun,WO
Keaton Nixon,Atq -364,12 - Jun,WO
Kayleigh Kennedy,Atq -371,12 - Jun,WO
Makai Hardy,Atq -361,12 - Jun,WO
Leslie Navarro,Atq -459,12 - Jun,WO
Piper Carroll,Atq -401,12 - Jun,WO
Alexander Davenport,Atq -350,12 - Jun,WO
Jovani Pope,Atq -470,12 - Jun,WO
Kaley Fitzpatrick,Atq -374,12 - Jun,WO
Miley Combs,Atq -372,12 - Jun,WO
Dallas Weeks,Atq -437,12 - Jun,WO
Jessie Carrillo,Atq -458,12 - Jun,WO
Aditya Walls,Atq -455,12 - Jun,WO
Kane Malone,Atq -476,12 - Jun,WO
Kiana Mcmillan,Atq -362,12 - Jun,WO
Jaime Ritter,Atq -452,12 - Jun,WO
Charity Singleton,Atq -334,12 - Jun,WO
Mckayla Miles,Atq -414,12 - Jun,WO
Julien Hamilton,Atq -389,12 - Jun,WO
Alyson Huber,Atq -385,12 - Jun,WO
Zaiden Wheeler,Atq -348,12 - Jun,WO
Name,Employee Code,13 - Jun,Mon
Thanos Thakur,Atq -406,13 - Jun,P
Jarvis Singh,Atq -462,13 - Jun,P
Nevaeh Waller,Atq -411,13 - Jun,P
Bo Cordova,Atq -398,13 - Jun,WFH
Mekhi Singleton,Atq -438,13 - Jun,P
Peter Pandey,Atq -366,13 - Jun,P
Loki Lal,Atq -441,13 - Jun,P
Phoenix Brady,Atq -436,13 - Jun,P
Ana Little,Atq -404,13 - Jun,P
Grace Stone,Atq -397,13 - Jun,P
Tori Shannon,Atq -335,13 - Jun,P
Lyric Bartlett,Atq -443,13 - Jun,P
Kaylah Schultz,Atq -419,13 - Jun,WFH
Cason David,Atq -467,13 - Jun,P
Miya Hampton,Atq -450,13 - Jun,P
Sofia Solis,Atq -405,13 - Jun,P
Mckayla Parker,Atq -440,13 - Jun,SL
Madelynn Gray,Atq -335,13 - Jun,
Myla Klein,Atq -343,13 - Jun,WFH
Boston Morse,Atq -334,13 - Jun,P
April Ayers,Atq -446,13 - Jun,P
Faith Hamilton,Atq -419,13 - Jun,P
Joel Cruz,Atq -396,13 - Jun,P
Iris Woodard,Atq -459,13 - Jun,P
Trystan Ortega,Atq -349,13 - Jun,P
Miles Fields,Atq -438,13 - Jun,P
Rodrigo Price,Atq -423,13 - Jun,PL
Ella Roth,Atq -370,13 - Jun,P
Jayce Fuentes,Atq -433,13 - Jun,P
Hailee Fitzpatrick,Atq -375,13 - Jun,P
Rey Novak,Atq -475,13 - Jun,SL
Macie Callahan,Atq -368,13 - Jun,WFH
Xiomara Ruiz,Atq -468,13 - Jun,P
Weston Horton,Atq -348,13 - Jun,P
Chris Frye,Atq -405,13 - Jun,P
London Kim,Atq -475,13 - Jun,P
Kenley Marsh,Atq -375,13 - Jun,P
Adriel Pace,Atq -456,13 - Jun,P
Jase Ingram,Atq -385,13 - Jun,P
Adyson Moyer,Atq -484,13 - Jun,P
Tucker Austin,Atq -412,13 - Jun,P
Cristofer Bernard,Atq -472,13 - Jun,P
Karma Reeves,Atq -396,13 - Jun,P
Esperanza Irwin,Atq -467,13 - Jun,P
Demarcus Gordon,Atq -484,13 - Jun,P
Ryann Guerrero,Atq -432,13 - Jun,P
Rylee Mullins,Atq -421,13 - Jun,P
Ayanna Atkins,Atq -452,13 - Jun,HLWP
Briley Orr,Atq -367,13 - Jun,P
Emma Freeman,Atq -393,13 - Jun,SL
Will Mahoney,Atq -403,13 - Jun,P
Titus Andersen,Atq -414,13 - Jun,P
Marquis Wyatt,Atq -418,13 - Jun,P
Nick Orozco,Atq -408,13 - Jun,P
Gustavo Ritter,Atq -382,13 - Jun,WFH
Isiah Small,Atq -373,13 - Jun,P
Hillary Kirk,Atq -418,13 - Jun,WFH
Dominique Benjamin,Atq -376,13 - Jun,P
Nehemiah Diaz,Atq -453,13 - Jun,P
Josh Sharp,Atq -461,13 - Jun,P
Samuel Murray,Atq -411,13 - Jun,P
Quincy Mendez,Atq -472,13 - Jun,P
Athena Rios,Atq -448,13 - Jun,WFH
Keaton Nixon,Atq -364,13 - Jun,P
Kayleigh Kennedy,Atq -371,13 - Jun,P
Makai Hardy,Atq -361,13 - Jun,WFH
Leslie Navarro,Atq -459,13 - Jun,
Piper Carroll,Atq -401,13 - Jun,
Alexander Davenport,Atq -350,13 - Jun,WFH
Jovani Pope,Atq -470,13 - Jun,
Kaley Fitzpatrick,Atq -374,13 - Jun,WFH
Miley Combs,Atq -372,13 - Jun,LWP
Dallas Weeks,Atq -437,13 - Jun,P
Jessie Carrillo,Atq -458,13 - Jun,P
Aditya Walls,Atq -455,13 - Jun,P
Kane Malone,Atq -476,13 - Jun,P
Kiana Mcmillan,Atq -362,13 - Jun,P
Jaime Ritter,Atq -452,13 - Jun,P
Charity Singleton,Atq -334,13 - Jun,P
Mckayla Miles,Atq -414,13 - Jun,P
Julien Hamilton,Atq -389,13 - Jun,P
Alyson Huber,Atq -385,13 - Jun,P
Zaiden Wheeler,Atq -348,13 - Jun,WFH
Name,Employee Code,14 - Jun,Tue
Thanos Thakur,Atq -406,14 - Jun,P
Jarvis Singh,Atq -462,14 - Jun,P
Nevaeh Waller,Atq -411,14 - Jun,P
Bo Cordova,Atq -398,14 - Jun,WFH
Mekhi Singleton,Atq -438,14 - Jun,P
Peter Pandey,Atq -366,14 - Jun,P
Loki Lal,Atq -441,14 - Jun,P
Phoenix Brady,Atq -436,14 - Jun,P
Ana Little,Atq -404,14 - Jun,PL
Grace Stone,Atq -397,14 - Jun,P
Tori Shannon,Atq -335,14 - Jun,P
Lyric Bartlett,Atq -443,14 - Jun,P
Kaylah Schultz,Atq -419,14 - Jun,WFH
Cason David,Atq -467,14 - Jun,P
Miya Hampton,Atq -450,14 - Jun,P
Sofia Solis,Atq -405,14 - Jun,P
Mckayla Parker,Atq -440,14 - Jun,P
Madelynn Gray,Atq -335,14 - Jun,
Myla Klein,Atq -343,14 - Jun,P
Boston Morse,Atq -334,14 - Jun,P
April Ayers,Atq -446,14 - Jun,P
Faith Hamilton,Atq -419,14 - Jun,P
Joel Cruz,Atq -396,14 - Jun,P
Iris Woodard,Atq -459,14 - Jun,P
Trystan Ortega,Atq -349,14 - Jun,P
Miles Fields,Atq -438,14 - Jun,P
Rodrigo Price,Atq -423,14 - Jun,P
Ella Roth,Atq -370,14 - Jun,P
Jayce Fuentes,Atq -433,14 - Jun,P
Hailee Fitzpatrick,Atq -375,14 - Jun,P
Rey Novak,Atq -475,14 - Jun,P
Macie Callahan,Atq -368,14 - Jun,WFH
Xiomara Ruiz,Atq -468,14 - Jun,P
Weston Horton,Atq -348,14 - Jun,P
Chris Frye,Atq -405,14 - Jun,P
London Kim,Atq -475,14 - Jun,P
Kenley Marsh,Atq -375,14 - Jun,P
Adriel Pace,Atq -456,14 - Jun,P
Jase Ingram,Atq -385,14 - Jun,P
Adyson Moyer,Atq -484,14 - Jun,P
Tucker Austin,Atq -412,14 - Jun,P
Cristofer Bernard,Atq -472,14 - Jun,P
Karma Reeves,Atq -396,14 - Jun,P
Esperanza Irwin,Atq -467,14 - Jun,P
Demarcus Gordon,Atq -484,14 - Jun,P
Ryann Guerrero,Atq -432,14 - Jun,P
Rylee Mullins,Atq -421,14 - Jun,HSL
Ayanna Atkins,Atq -452,14 - Jun,HLWP
Briley Orr,Atq -367,14 - Jun,P
Emma Freeman,Atq -393,14 - Jun,P
Will Mahoney,Atq -403,14 - Jun,P
Titus Andersen,Atq -414,14 - Jun,P
Marquis Wyatt,Atq -418,14 - Jun,P
Nick Orozco,Atq -408,14 - Jun,P
Gustavo Ritter,Atq -382,14 - Jun,WFH
Isiah Small,Atq -373,14 - Jun,P
Hillary Kirk,Atq -418,14 - Jun,P
Dominique Benjamin,Atq -376,14 - Jun,P
Nehemiah Diaz,Atq -453,14 - Jun,P
Josh Sharp,Atq -461,14 - Jun,P
Samuel Murray,Atq -411,14 - Jun,P
Quincy Mendez,Atq -472,14 - Jun,P
Athena Rios,Atq -448,14 - Jun,P
Keaton Nixon,Atq -364,14 - Jun,P
Kayleigh Kennedy,Atq -371,14 - Jun,P
Makai Hardy,Atq -361,14 - Jun,WFH
Leslie Navarro,Atq -459,14 - Jun,
Piper Carroll,Atq -401,14 - Jun,
Alexander Davenport,Atq -350,14 - Jun,WFH
Jovani Pope,Atq -470,14 - Jun,
Kaley Fitzpatrick,Atq -374,14 - Jun,WFH
Miley Combs,Atq -372,14 - Jun,LWP
Dallas Weeks,Atq -437,14 - Jun,P
Jessie Carrillo,Atq -458,14 - Jun,P
Aditya Walls,Atq -455,14 - Jun,P
Kane Malone,Atq -476,14 - Jun,P
Kiana Mcmillan,Atq -362,14 - Jun,HLWP
Jaime Ritter,Atq -452,14 - Jun,P
Charity Singleton,Atq -334,14 - Jun,P
Mckayla Miles,Atq -414,14 - Jun,P
Julien Hamilton,Atq -389,14 - Jun,P
Alyson Huber,Atq -385,14 - Jun,P
Zaiden Wheeler,Atq -348,14 - Jun,WFH
Name,Employee Code,15 - Jun,Wed
Thanos Thakur,Atq -406,15 - Jun,P
Jarvis Singh,Atq -462,15 - Jun,P
Nevaeh Waller,Atq -411,15 - Jun,P
Bo Cordova,Atq -398,15 - Jun,WFH
Mekhi Singleton,Atq -438,15 - Jun,P
Peter Pandey,Atq -366,15 - Jun,P
Loki Lal,Atq -441,15 - Jun,P
Phoenix Brady,Atq -436,15 - Jun,P
Ana Little,Atq -404,15 - Jun,HPL
Grace Stone,Atq -397,15 - Jun,P
Tori Shannon,Atq -335,15 - Jun,P
Lyric Bartlett,Atq -443,15 - Jun,P
Kaylah Schultz,Atq -419,15 - Jun,WFH
Cason David,Atq -467,15 - Jun,P
Miya Hampton,Atq -450,15 - Jun,P
Sofia Solis,Atq -405,15 - Jun,P
Mckayla Parker,Atq -440,15 - Jun,P
Madelynn Gray,Atq -335,15 - Jun,
Myla Klein,Atq -343,15 - Jun,P
Boston Morse,Atq -334,15 - Jun,P
April Ayers,Atq -446,15 - Jun,P
Faith Hamilton,Atq -419,15 - Jun,P
Joel Cruz,Atq -396,15 - Jun,P
Iris Woodard,Atq -459,15 - Jun,P
Trystan Ortega,Atq -349,15 - Jun,HLWP
Miles Fields,Atq -438,15 - Jun,P
Rodrigo Price,Atq -423,15 - Jun,P
Ella Roth,Atq -370,15 - Jun,P
Jayce Fuentes,Atq -433,15 - Jun,P
Hailee Fitzpatrick,Atq -375,15 - Jun,P
Rey Novak,Atq -475,15 - Jun,P
Macie Callahan,Atq -368,15 - Jun,WFH
Xiomara Ruiz,Atq -468,15 - Jun,P
Weston Horton,Atq -348,15 - Jun,P
Chris Frye,Atq -405,15 - Jun,P
London Kim,Atq -475,15 - Jun,P
Kenley Marsh,Atq -375,15 - Jun,P
Adriel Pace,Atq -456,15 - Jun,P
Jase Ingram,Atq -385,15 - Jun,P
Adyson Moyer,Atq -484,15 - Jun,P
Tucker Austin,Atq -412,15 - Jun,P
Cristofer Bernard,Atq -472,15 - Jun,P
Karma Reeves,Atq -396,15 - Jun,P
Esperanza Irwin,Atq -467,15 - Jun,P
Demarcus Gordon,Atq -484,15 - Jun,P
Ryann Guerrero,Atq -432,15 - Jun,HSL
Rylee Mullins,Atq -421,15 - Jun,P
Ayanna Atkins,Atq -452,15 - Jun,HLWP
Briley Orr,Atq -367,15 - Jun,P
Emma Freeman,Atq -393,15 - Jun,P
Will Mahoney,Atq -403,15 - Jun,P
Titus Andersen,Atq -414,15 - Jun,P
Marquis Wyatt,Atq -418,15 - Jun,P
Nick Orozco,Atq -408,15 - Jun,LWP
Gustavo Ritter,Atq -382,15 - Jun,WFH
Isiah Small,Atq -373,15 - Jun,P
Hillary Kirk,Atq -418,15 - Jun,P
Dominique Benjamin,Atq -376,15 - Jun,P
Nehemiah Diaz,Atq -453,15 - Jun,PL
Josh Sharp,Atq -461,15 - Jun,P
Samuel Murray,Atq -411,15 - Jun,P
Quincy Mendez,Atq -472,15 - Jun,P
Athena Rios,Atq -448,15 - Jun,P
Keaton Nixon,Atq -364,15 - Jun,P
Kayleigh Kennedy,Atq -371,15 - Jun,P
Makai Hardy,Atq -361,15 - Jun,WFH
Leslie Navarro,Atq -459,15 - Jun,
Piper Carroll,Atq -401,15 - Jun,
Alexander Davenport,Atq -350,15 - Jun,WFH
Jovani Pope,Atq -470,15 - Jun,
Kaley Fitzpatrick,Atq -374,15 - Jun,WFH
Miley Combs,Atq -372,15 - Jun,LWP
Dallas Weeks,Atq -437,15 - Jun,P
Jessie Carrillo,Atq -458,15 - Jun,P
Aditya Walls,Atq -455,15 - Jun,P
Kane Malone,Atq -476,15 - Jun,WFH
Kiana Mcmillan,Atq -362,15 - Jun,P
Jaime Ritter,Atq -452,15 - Jun,P
Charity Singleton,Atq -334,15 - Jun,P
Mckayla Miles,Atq -414,15 - Jun,P
Julien Hamilton,Atq -389,15 - Jun,P
Alyson Huber,Atq -385,15 - Jun,P
Zaiden Wheeler,Atq -348,15 - Jun,WFH
Name,Employee Code,16 - Jun,Thu
Thanos Thakur,Atq -406,16 - Jun,P
Jarvis Singh,Atq -462,16 - Jun,P
Nevaeh Waller,Atq -411,16 - Jun,P
Bo Cordova,Atq -398,16 - Jun,WFH
Mekhi Singleton,Atq -438,16 - Jun,P
Peter Pandey,Atq -366,16 - Jun,P
Loki Lal,Atq -441,16 - Jun,P
Phoenix Brady,Atq -436,16 - Jun,P
Ana Little,Atq -404,16 - Jun,PL
Grace Stone,Atq -397,16 - Jun,P
Tori Shannon,Atq -335,16 - Jun,P
Lyric Bartlett,Atq -443,16 - Jun,P
Kaylah Schultz,Atq -419,16 - Jun,WFH
Cason David,Atq -467,16 - Jun,SL
Miya Hampton,Atq -450,16 - Jun,P
Sofia Solis,Atq -405,16 - Jun,P
Mckayla Parker,Atq -440,16 - Jun,P
Madelynn Gray,Atq -335,16 - Jun,
Myla Klein,Atq -343,16 - Jun,P
Boston Morse,Atq -334,16 - Jun,P
April Ayers,Atq -446,16 - Jun,P
Faith Hamilton,Atq -419,16 - Jun,ML
Joel Cruz,Atq -396,16 - Jun,P
Iris Woodard,Atq -459,16 - Jun,P
Trystan Ortega,Atq -349,16 - Jun,
Miles Fields,Atq -438,16 - Jun,P
Rodrigo Price,Atq -423,16 - Jun,P
Ella Roth,Atq -370,16 - Jun,P
Jayce Fuentes,Atq -433,16 - Jun,P
Hailee Fitzpatrick,Atq -375,16 - Jun,P
Rey Novak,Atq -475,16 - Jun,P
Macie Callahan,Atq -368,16 - Jun,WFH
Xiomara Ruiz,Atq -468,16 - Jun,P
Weston Horton,Atq -348,16 - Jun,P
Chris Frye,Atq -405,16 - Jun,WFH
London Kim,Atq -475,16 - Jun,P
Kenley Marsh,Atq -375,16 - Jun,P
Adriel Pace,Atq -456,16 - Jun,P
Jase Ingram,Atq -385,16 - Jun,P
Adyson Moyer,Atq -484,16 - Jun,P
Tucker Austin,Atq -412,16 - Jun,P
Cristofer Bernard,Atq -472,16 - Jun,P
Karma Reeves,Atq -396,16 - Jun,P
Esperanza Irwin,Atq -467,16 - Jun,P
Demarcus Gordon,Atq -484,16 - Jun,P
Ryann Guerrero,Atq -432,16 - Jun,P
Rylee Mullins,Atq -421,16 - Jun,P
Ayanna Atkins,Atq -452,16 - Jun,HLWP
Briley Orr,Atq -367,16 - Jun,P
Emma Freeman,Atq -393,16 - Jun,HSL
Will Mahoney,Atq -403,16 - Jun,P
Titus Andersen,Atq -414,16 - Jun,P
Marquis Wyatt,Atq -418,16 - Jun,P
Nick Orozco,Atq -408,16 - Jun,LWP
Gustavo Ritter,Atq -382,16 - Jun,WFH
Isiah Small,Atq -373,16 - Jun,P
Hillary Kirk,Atq -418,16 - Jun,P
Dominique Benjamin,Atq -376,16 - Jun,P
Nehemiah Diaz,Atq -453,16 - Jun,P
Josh Sharp,Atq -461,16 - Jun,P
Samuel Murray,Atq -411,16 - Jun,P
Quincy Mendez,Atq -472,16 - Jun,P
Athena Rios,Atq -448,16 - Jun,P
Keaton Nixon,Atq -364,16 - Jun,P
Kayleigh Kennedy,Atq -371,16 - Jun,LWP
Makai Hardy,Atq -361,16 - Jun,WFH
Leslie Navarro,Atq -459,16 - Jun,WFH
Piper Carroll,Atq -401,16 - Jun,
Alexander Davenport,Atq -350,16 - Jun,WFH
Jovani Pope,Atq -470,16 - Jun,
Kaley Fitzpatrick,Atq -374,16 - Jun,WFH
Miley Combs,Atq -372,16 - Jun,LWP
Dallas Weeks,Atq -437,16 - Jun,P
Jessie Carrillo,Atq -458,16 - Jun,P
Aditya Walls,Atq -455,16 - Jun,P
Kane Malone,Atq -476,16 - Jun,P
Kiana Mcmillan,Atq -362,16 - Jun,P
Jaime Ritter,Atq -452,16 - Jun,P
Charity Singleton,Atq -334,16 - Jun,P
Mckayla Miles,Atq -414,16 - Jun,P
Julien Hamilton,Atq -389,16 - Jun,P
Alyson Huber,Atq -385,16 - Jun,P
Zaiden Wheeler,Atq -348,16 - Jun,WFH
Name,Employee Code,17 - Jun,Fri
Thanos Thakur,Atq -406,17 - Jun,P
Jarvis Singh,Atq -462,17 - Jun,P
Nevaeh Waller,Atq -411,17 - Jun,P
Bo Cordova,Atq -398,17 - Jun,WFH
Mekhi Singleton,Atq -438,17 - Jun,P
Peter Pandey,Atq -366,17 - Jun,P
Loki Lal,Atq -441,17 - Jun,P
Phoenix Brady,Atq -436,17 - Jun,P
Ana Little,Atq -404,17 - Jun,
Grace Stone,Atq -397,17 - Jun,P
Tori Shannon,Atq -335,17 - Jun,PL
Lyric Bartlett,Atq -443,17 - Jun,P
Kaylah Schultz,Atq -419,17 - Jun,WFH
Cason David,Atq -467,17 - Jun,P
Miya Hampton,Atq -450,17 - Jun,P
Sofia Solis,Atq -405,17 - Jun,HPL
Mckayla Parker,Atq -440,17 - Jun,P
Madelynn Gray,Atq -335,17 - Jun,
Myla Klein,Atq -343,17 - Jun,P
Boston Morse,Atq -334,17 - Jun,P
April Ayers,Atq -446,17 - Jun,P
Faith Hamilton,Atq -419,17 - Jun,P
Joel Cruz,Atq -396,17 - Jun,P
Iris Woodard,Atq -459,17 - Jun,P
Trystan Ortega,Atq -349,17 - Jun,
Miles Fields,Atq -438,17 - Jun,P
Rodrigo Price,Atq -423,17 - Jun,SL
Ella Roth,Atq -370,17 - Jun,P
Jayce Fuentes,Atq -433,17 - Jun,P
Hailee Fitzpatrick,Atq -375,17 - Jun,P
Rey Novak,Atq -475,17 - Jun,P
Macie Callahan,Atq -368,17 - Jun,WFH
Xiomara Ruiz,Atq -468,17 - Jun,P
Weston Horton,Atq -348,17 - Jun,P
Chris Frye,Atq -405,17 - Jun,WFH
London Kim,Atq -475,17 - Jun,P
Kenley Marsh,Atq -375,17 - Jun,P
Adriel Pace,Atq -456,17 - Jun,P
Jase Ingram,Atq -385,17 - Jun,P
Adyson Moyer,Atq -484,17 - Jun,P
Tucker Austin,Atq -412,17 - Jun,P
Cristofer Bernard,Atq -472,17 - Jun,P
Karma Reeves,Atq -396,17 - Jun,P
